时间,XX进口压力,XX出口压力,XX进口温度,XX出口温度,XX过滤器压差1号,XX过滤器压差2号,XX天然气泄漏浓度1号,XX天然气泄漏浓度2号,XX1号流量计温度,XX1号流量计压力,XX1号流量计工况瞬时流量,XX1号流量计标况瞬时流量,XX1号流量计工况累计流量,XX1号流量计标况累计流量,XX2号流量计温度,XX2号流量计压力,XX2号流量计工况瞬时流量,XX2号流量计标况瞬时流量,XX2号流量计工况累计流量,XX2号流量计标况累计流量
2023-04-0819:51:39,3.25,218.27,16.7,1.35,30.69,30.31,0,0,12.91,310.44,0,0,64671340,133277752,1.32,319.68,2515.2,8534.02,77911392,257253776
2023-04-0819:56:41,3.25,217.93,16.7,1.35,30.83,30.47,0,0.04,12.84,310.35,0,0,64671340,133277752,1.31,319.37,2526.3,8563.67,77911600,257254480
2023-04-0820:01:42,3.25,217.75,16.7,1.34,30.98,30.61,0,0.1,12.74,310.22,0,0,64671340,133277752,1.28,319.18,2526.3,8559.71,77911800,257255168
2023-04-0820:06:38,3.25,219.67,16.71,1.33,29.15,28.77,0,0.03,12.64,310.1,0,0,64671340,133277752,1.28,321.21,2461.5,8393.14,77912016,257255904
2023-04-0820:11:39,3.26,219.64,16.72,1.33,27.3,26.88,0,0.07,12.56,310,0,0,64671340,133277752,1.29,321.37,2294.8,7828.43,77912224,257256592
2023-04-0820:16:40,3.26,219,16.71,1.31,29.41,29,0,0.12,12.42,309.95,0,0,64671340,133277752,1.27,320.59,2430.3,8271.04,77912416,257257264
2023-04-0820:21:42,3.26,217.81,16.72,1.31,30.23,29.86,0,0,12.35,309.83,0,0,64671340,133277752,1.27,319.27,2482.7,8414.69,77912632,257257984
2023-04-0820:26:49,3.27,218.39,16.72,1.3,29.82,29.44,0,0.01,12.28,309.75,0,0,64671340,133277752,1.25,320.02,2472,8398.69,77912808,257258592
2023-04-0820:31:46,3.27,218.39,16.74,1.28,29.87,29.5,0,0.02,12.23,309.67,0,0,64671340,133277752,1.22,319.84,2472,8394.83,77913040,257259376
2023-04-0820:36:40,3.28,219.64,16.75,1.25,26.62,26.2,0,0.1,12.13,309.56,0,0,64671340,133277752,1.21,321.47,2258.8,7710.07,77913240,257260048
2023-04-0820:41:41,3.29,219.98,16.76,1.24,25.71,25.29,0,0,12.02,309.46,0,0,64671340,133277752,1.21,321.63,2215.3,7565.47,77913432,257260704
2023-04-0820:46:42,3.29,218.21,16.76,1.19,28.51,28.12,0,0,11.93,309.4,0,0,64671340,133277752,1.14,319.64,2380.1,8080.24,77913616,257261344
2023-04-0820:51:38,3.3,220.19,16.74,1.17,25.72,25.29,0,0,11.9,309.31,0,0,64671340,133277752,1.14,321.81,2232.5,7630.7,77913832,257262064
2023-04-0820:56:40,3.3,218.82,16.74,1.16,28.54,28.13,0,0.11,11.81,309.2,0,0,64671340,133277752,1.12,320.32,2399.9,8165.3,77914016,257262704
2023-04-0821:01:41,3.31,220.74,16.75,1.14,23.26,22.8,0,0.04,11.72,309.13,0,0,64671340,133277752,1.12,322.4,2133.3,7305.42,77914208,257263360
2023-04-0821:06:42,3.31,218.88,16.76,1.12,26.55,26.13,0,0.07,11.66,309.06,0,0,64671340,133277752,1.09,320.52,2294.8,7813.47,77914392,257263968
2023-04-0821:11:38,3.32,219.06,16.74,1.09,26.45,26.02,0,0.08,11.61,309.01,0,0,64671340,133277752,1.07,320.61,2285.7,7785.41,77914576,257264608
2023-04-0821:16:39,3.32,218.91,16.76,1.07,25.9,25.45,0,0.07,11.51,308.94,0,0,64671340,133277752,1.02,320.55,2232.5,7604.29,77914760,257265232
2023-04-0821:21:40,3.32,218.67,16.75,1.03,27.74,27.34,0,0,11.45,308.84,0,0,64671340,133277752,0.98,320.08,2380.1,8096.22,77914960,257265904
2023-04-0821:26:53,3.33,217.35,16.76,1.02,28.5,28.11,0,0,11.36,308.76,0,0,64671340,133277752,0.96,318.78,2410,8165.29,77915120,257266464
2023-04-0821:31:45,3.33,217.99,16.75,0.98,28.32,27.9,0,0,11.3,308.74,0,0,64671340,133277752,0.94,319.53,2380.1,8083.53,77915344,257267200
2023-04-0821:36:38,3.34,218.15,16.78,1.01,22.23,21.75,0,0.03,11.24,308.71,0,0,64671340,133277752,0.97,319.88,1986.1,6752.04,77915488,257267712
2023-04-0821:41:40,3.34,217.14,16.75,0.92,28.62,28.23,0,0.02,11.18,308.61,0,0,64671340,133277752,0.88,318.71,2430.3,8234.68,77915680,257268368
2023-04-0821:46:41,3.35,219.12,16.76,0.91,27.94,27.55,0,0.08,11.12,308.51,0,0,64671340,133277752,0.86,320.46,2399.9,8176.77,77915888,257269072
2023-04-0821:51:42,3.36,218.09,16.78,0.93,24.06,23.62,0,0.07,11.05,308.44,0,0,64671340,133277752,0.88,319.57,2125.4,7221.28,77916040,257269584
2023-04-0821:56:38,3.36,218.24,16.77,0.83,29.99,29.61,0,0.05,11.01,308.37,0,0,64671340,133277752,0.79,319.62,2526.3,8587.04,77916248,257270304
2023-04-0822:01:39,3.36,219,16.75,0.82,28.57,28.16,0,0,10.94,308.31,0,0,64671340,133277752,0.78,320.52,2430.3,8284.18,77916448,257270976
2023-04-0822:06:40,3.37,218.09,16.78,0.81,29.08,28.68,0,0.02,10.9,308.26,0,0,64671340,133277752,0.76,319.73,2472,8406.28,77916648,257271664
2023-04-0822:11:41,3.37,218.42,16.78,0.78,29.14,28.76,0,0,10.84,308.17,0,0,64671340,133277752,0.75,320,2461.5,8378.13,77916864,257272384
2023-04-0822:16:38,3.38,218.09,16.77,0.76,29.32,28.92,0,0.03,10.77,308.1,0,0,64671340,133277752,0.7,319.71,2493.5,8480.86,77917072,257273088
2023-04-0822:21:39,3.38,217.44,16.77,0.73,29.91,29.52,0,0.05,10.71,308.09,0,0,64671340,133277752,0.7,318.84,2537.4,8606.5,77917272,257273776
2023-04-0822:26:51,3.4,220.74,16.8,0.74,18.33,17.83,0,0.02,10.69,308.02,0,0,64671340,133277752,0.72,322.16,1745.4,5981.94,77917448,257274384
2023-04-0822:31:48,3.4,217.23,16.78,0.69,29.07,28.68,0,0.04,10.64,307.94,0,0,64671340,133277752,0.64,318.65,2472,8381.78,77917648,257275072
2023-04-0822:36:42,3.4,218.6,16.78,0.66,28.81,28.41,0,0.08,10.6,307.9,0,0,64671340,133277752,0.6,320.13,2461.5,8386.18,77917848,257275744
2023-04-0822:41:38,3.41,218.91,16.8,0.64,27.34,26.92,0,0.11,10.49,307.87,0,0,64671340,133277752,0.59,320.44,2380.1,8117.59,77918064,257276464
2023-04-0822:46:40,3.42,220.13,16.8,0.61,25.11,24.69,0,0,10.46,307.82,0,0,64671340,133277752,0.57,321.59,2249.9,7701.63,77918248,257277104
2023-04-0822:51:40,3.43,220.56,16.8,0.61,22.07,21.59,0,0.08,10.42,307.77,0,0,64671340,133277752,0.55,322.14,2028.1,6954.71,77918432,257277728
2023-04-0822:56:42,3.44,220.86,16.83,0.56,21.79,21.32,0,0.1,10.36,307.68,0,0,64671340,133277752,0.53,321.5,2006.9,6868.87,77918600,257278304
2023-04-0823:01:38,3.46,220.37,16.84,0.59,12.45,11.89,0,0,10.31,307.58,0,0,64671340,133277752,0.58,322.14,1330.2,4561.37,77918736,257278784
2023-04-0823:06:39,3.46,217.75,16.82,0.48,21.93,21.45,0,0.06,10.26,307.55,0,0,64671340,133277752,0.45,319.46,2057.1,6997.94,77918888,257279296
2023-04-0823:11:40,3.46,218.91,16.8,0.37,28.02,27.6,0,0.11,10.22,307.55,0,0,64671340,133277752,0.35,320.3,2461.5,8398.46,77919080,257279952
2023-04-0823:16:41,3.46,218.67,16.8,0.36,27.25,26.82,0,0.14,10.2,307.5,0,0,64671340,133277752,0.32,320.28,2390,8155.27,77919280,257280624
2023-04-0823:21:38,3.47,219.21,16.8,0.34,27.04,26.62,0,0.03,10.16,307.47,0,0,64671340,133277752,0.29,320.64,2390,8165.48,77919480,257281312
2023-04-0823:26:50,3.47,217.69,16.8,0.32,27.06,26.63,0,0,10.12,307.42,0,0,64671340,133277752,0.27,319.22,2370.3,8062.78,77919648,257281888
2023-04-0823:31:47,3.47,217.96,16.78,0.28,27.38,26.95,0,0.05,10.08,307.38,0,0,64671340,133277752,0.24,319.38,2420.1,8237.34,77919872,257282640
2023-04-0823:36:41,3.47,218.85,16.78,0.28,27.08,26.66,0,0.24,10.03,307.33,0,0,64671340,133277752,0.22,320.32,2399.9,8193.01,77920072,257283328
2023-04-0823:41:42,3.47,217.66,16.76,0.24,28.18,27.78,0,0,9.94,307.27,0,0,64671340,133277752,0.22,319.09,2472,8406.9,77920272,257284000
2023-04-0823:46:38,3.47,219.31,16.77,0.24,27.52,27.1,0,0.09,9.95,307.2,0,0,64671340,133277752,0.2,320.81,2440.6,8345.21,77920480,257284720
2023-04-0823:51:39,3.47,220.1,16.78,0.24,24.5,24.08,0,0.05,9.92,307.18,0,0,64671340,133277752,0.22,321.59,2232.5,7652.31,77920672,257285376
2023-04-0823:56:40,3.48,221.6,16.78,0.26,15.94,15.43,0,0,9.88,307.15,0,0,64671340,133277752,0.26,323.2,1631.7,5620.11,77920848,257285984
2023-04-0900:01:41,3.48,220.13,16.76,0.26,20.23,19.73,0,0.02,9.81,307.06,0,0,64671340,133277752,0.23,321.1,1945.9,6659.47,77921000,257286496
2023-04-0900:06:38,3.48,218.91,16.76,0.23,20.96,20.45,0,0.13,9.77,307.01,0,0,64671340,133277752,0.2,320.37,1979.3,6759.09,77921160,257287056
2023-04-0900:11:39,3.48,219.76,16.75,0.23,20.55,20.07,0,0.02,9.73,307,0,0,64671340,133277752,0.21,321.23,1972.5,6753.7,77921320,257287600
2023-04-0900:16:40,3.48,221.56,16.75,0.22,17.58,17.07,0,0.02,9.7,306.95,0,0,64671340,133277752,0.2,322.67,1919.9,6603.36,77921480,257288144
2023-04-0900:21:41,3.48,220.07,16.73,0.2,19.63,19.11,0,0.05,9.67,306.91,0,0,64671340,133277752,0.18,321.52,1864,6388.76,77921648,257288736
2023-04-0900:26:53,3.48,220.44,16.73,0.18,20.3,19.81,0,0,9.65,306.86,0,0,64671340,133277752,0.15,322.05,1939.3,6658.54,77921792,257289216
2023-04-0900:31:46,3.48,219.43,16.71,0.15,21.89,21.41,0,0.02,9.61,306.81,0,0,64671340,133277752,0.11,321.14,2042.5,6994.01,77921984,257289856
2023-04-0900:36:39,3.47,220.65,16.72,0.14,21.29,20.8,0,0.02,9.56,306.78,0,0,64671340,133277752,0.1,322.07,2028.1,6965.1,77922152,257290448
2023-04-0900:41:41,3.48,220.71,16.71,0.12,19.89,19.4,0,0.02,9.49,306.76,0,0,64671340,133277752,0.1,322.4,1945.9,6689.61,77922328,257291056
2023-04-0900:46:42,3.48,219.21,16.73,0.1,22.31,21.83,0,0.02,9.47,306.71,0,0,64671340,133277752,0.07,320.42,2064.4,7054.19,77922488,257291600
2023-04-0900:51:38,3.48,220.65,16.7,0.09,21.32,20.84,0,0.1,9.46,306.69,0,0,64671340,133277752,0.07,321.89,2035.3,6986.49,77922672,257292224
2023-04-0900:56:39,3.48,220.53,16.72,0.09,21.44,20.96,0,0,9.43,306.64,0,0,64671340,133277752,0.07,321.76,2035.3,6983.72,77922840,257292800
2023-04-0901:01:40,3.48,220.07,16.7,0.07,21.1,20.61,0,0.02,9.37,306.59,0,0,64671340,133277752,0.05,321.59,1979.3,6788.58,77923000,257293344
2023-04-0901:06:42,3.48,219.95,16.7,0.09,21.59,21.1,0,0,9.33,306.56,0,0,64671340,133277752,0.07,321.37,2021,6926.37,77923168,257293936
2023-04-0901:11:37,3.47,220.19,16.7,0.09,20.77,20.28,0,0.13,9.28,306.53,0,0,64671340,133277752,0.05,321.72,1959.1,6721.96,77923344,257294512
2023-04-0901:16:39,3.47,219.76,16.7,0.09,22.11,21.64,0,0.06,9.28,306.51,0,0,64671340,133277752,0.05,321.19,2071.9,7097.31,77923512,257295104
2023-04-0901:21:40,3.47,219.46,16.7,0.08,22.25,21.78,0,0.06,9.26,306.53,0,0,64671340,133277752,0.05,320.94,2064.4,7065.98,77923680,257295680
2023-04-0901:26:52,3.47,220.22,16.7,0.08,22.1,21.62,0,0.06,9.26,306.51,0,0,64671340,133277752,0.04,321.54,2064.4,7079.52,77923840,257296224
2023-04-0901:31:49,3.47,220.07,16.7,0.09,22.16,21.69,0,0.16,9.22,306.44,0,0,64671340,133277752,0.04,321.47,2071.9,7103.63,77924032,257296880
2023-04-0901:36:38,3.47,220.56,16.7,0.1,18.94,18.43,0,0.1,9.21,306.43,0,0,64671340,133277752,0.05,322.23,1834.3,6303.77,77924192,257297424
2023-04-0901:41:39,3.47,220.99,16.7,0.11,18.63,18.13,0,0,9.19,306.39,0,0,64671340,133277752,0.07,322.47,1864,6410.09,77924352,257297968
2023-04-0901:46:40,3.48,221.93,16.7,0.1,15.84,15.31,0,0.06,9.16,306.36,0,0,64671340,133277752,0.08,323.49,1772.2,6114,77924496,257298496
2023-04-0901:51:42,3.48,221.63,16.7,0.09,16.74,16.23,0,0.13,9.14,306.33,0,0,64671340,133277752,0.07,322.89,1761.4,6065.15,77924648,257299008
2023-04-0901:56:38,3.48,220.56,16.68,0.07,17.42,16.91,0,0.05,9.06,306.26,0,0,64671340,133277752,0.04,321.87,1719.3,5902.08,77924800,257299520
2023-04-0902:01:39,3.48,220.65,16.68,0.07,16.99,16.47,0,0.02,9.04,306.22,0,0,64671340,133277752,0.05,322.23,1689.1,5804.77,77924952,257300032
2023-04-0902:06:40,3.47,219,16.68,0.03,20.55,20.06,0,0.11,9.02,306.17,0,0,64671340,133277752,0.01,320.32,1959.1,6693.57,77925112,257300576
2023-04-0902:11:41,3.47,220.07,16.68,0.04,19.77,19.26,0,0,8.99,306.17,0,0,64671340,133277752,0.01,321.52,1907.2,6540.76,77925264,257301088
2023-04-0902:16:42,3.47,217.99,16.67,0.02,23.91,23.45,0,0,8.95,306.12,0,0,64671340,133277752,-0.02,319.35,2181.8,7432.73,77925424,257301648
2023-04-0902:21:38,3.47,219.37,16.67,0.01,24.36,23.91,0,0.05,8.92,306.09,0,0,64671340,133277752,-0.03,320.68,2206.8,7549.81,77925608,257302288
2023-04-0902:26:51,3.47,219.58,16.67,0.01,24.71,24.27,0,0,8.9,306.06,0,0,64671340,133277752,-0.04,320.86,2249.9,7701.92,77925768,257302832
2023-04-0902:31:48,3.47,219.28,16.68,-0.01,24.77,24.33,0,0.15,8.86,306.01,0,0,64671340,133277752,-0.04,320.37,2249.9,7690.06,77925984,257303552
2023-04-0902:36:42,3.47,220.41,16.68,0.01,23.3,22.83,0,0.02,8.83,305.99,0,0,64671340,133277752,-0.03,321.7,2190,7516.23,77926160,257304176
2023-04-0902:41:38,3.47,220.28,16.67,0.01,23.2,22.72,0,0.14,8.79,305.94,0,0,64671340,133277752,-0.02,321.58,2149.2,7373,77926336,257304784
2023-04-0902:46:39,3.47,219.31,16.66,0,22.86,22.39,0,0.06,8.75,305.91,0,0,64671340,133277752,-0.01,320.53,2094.5,7161.82,77926520,257305408
2023-04-0902:51:40,3.47,222.57,16.68,0.01,15.73,15.19,0,0.03,8.71,305.86,0,0,64671340,133277752,-0.02,323.8,1729.7,5975.42,77926704,257306016
2023-04-0902:56:41,3.47,218.12,16.66,0.01,24.18,23.72,0,0.05,8.67,305.84,0,0,64671340,133277752,-0.03,319.51,2198.4,7493.04,77926848,257306528
2023-04-0903:01:38,3.47,218.51,16.67,-0.02,25.91,25.47,0,0.08,8.62,305.79,0,0,64671340,133277752,-0.05,319.95,2313.2,7895.71,77927040,257307184
2023-04-0903:06:42,3.47,218.88,16.68,-0.02,25.61,25.15,0,0.15,8.6,305.74,0,0,64671340,133277752,-0.05,320.3,2285.7,7810.32,77927232,257307824
2023-04-0903:12:10,3.47,219.46,16.68,-0.01,24.9,24.45,0,0.11,8.57,305.69,0,0,64671340,133277752,-0.07,319.97,2276.6,7772.44,77927432,257308512
2023-04-0903:17:11,3.47,220.19,16.68,-0.01,20.84,20.33,0,0.05,8.53,305.62,0,0,64671340,133277752,-0.03,321.45,1972.5,6764.37,77927600,257309088
2023-04-0903:21:42,3.47,221.44,16.66,-0.01,19.83,19.33,0,0.13,8.52,305.57,0,0,64671340,133277752,-0.04,322.53,1986.1,6834.11,77927752,257309616
2023-04-0903:26:50,3.48,220.8,16.68,-0.01,17.27,16.74,0,0.11,8.48,305.55,0,0,64671340,133277752,-0.04,322.14,1709.1,5873.95,77927888,257310096
2023-04-0903:31:47,3.48,220.22,16.67,-0.01,18.47,17.96,0,0,8.42,305.54,0,0,64671340,133277752,-0.05,321.81,1828.5,6278.15,77928048,257310640
2023-04-0903:37:15,3.47,219.58,16.65,-0.02,19.92,19.41,0,0,8.36,305.47,0,0,64671340,133277752,-0.07,320.86,1888.5,6465.48,77928232,257311264
2023-04-0903:41:41,3.47,220.37,16.64,-0.02,19.89,19.37,0,0,8.31,305.42,0,0,64671340,133277752,-0.07,321.5,1919.9,6586.08,77928360,257311696
2023-04-0903:47:07,3.47,220.86,16.64,-0.04,20.92,20.43,0,0.11,8.27,305.4,0,0,64671340,133277752,-0.09,322,2042.5,7017.9,77928560,257312384
2023-04-0903:51:39,3.47,219.43,16.65,-0.04,22.51,22.04,0,0.05,8.25,305.37,0,0,64671340,133277752,-0.07,320.66,2109.8,7218.61,77928712,257312896
2023-04-0903:56:40,3.47,219.95,16.66,-0.04,21.56,21.07,0,0.14,8.22,305.3,0,0,64671340,133277752,-0.05,321.32,2021,6928.45,77928880,257313488
2023-04-0904:01:42,3.47,219.43,16.65,-0.04,21.94,21.45,0,0.1,8.19,305.25,0,0,64671340,133277752,-0.08,320.66,2042.5,6988.59,77929048,257314064
2023-04-0904:06:42,3.47,219.67,16.66,-0.03,20.24,19.74,0,0.04,8.14,305.2,0,0,64671340,133277752,-0.05,321.05,1900.9,6511.15,77929208,257314608
2023-04-0904:16:11,3.47,218.36,16.65,-0.05,22.33,21.85,0,0,8.07,305.17,0,0,64671340,133277752,-0.08,320,2057.1,7024.11,77929528,257315712
2023-04-0904:20:41,3.47,217.75,16.66,-0.05,24.24,23.79,0,0,8.03,305.13,0,0,64671340,133277752,-0.1,319.02,2117.6,7208.43,77929680,257316224
2023-04-0904:26:53,3.47,221.78,16.65,-0.06,17.46,16.94,0,0.05,8,305.1,0,0,64671340,133277752,-0.08,323.02,1959.1,6752.56,77929888,257316944
2023-04-0904:31:20,3.48,219.73,16.66,-0.04,20.87,20.38,0,0,7.96,305.07,0,0,64671340,133277752,-0.09,320.83,1972.5,6752.85,77930048,257317488
2023-04-0904:35:40,3.48,220.59,16.66,-0.05,20.13,19.65,0,0.16,7.95,305.02,0,0,64671340,133277752,-0.08,321.83,1926.3,6615.1,77930200,257318000
2023-04-0904:40:41,3.48,219.61,16.65,-0.06,19.98,19.48,0,0.02,7.92,304.97,0,0,64671340,133277752,-0.08,321.05,1840.2,6303.99,77930360,257318544
2023-04-0904:45:42,3.47,219.61,16.64,-0.06,21.53,21.05,0,0.08,7.92,304.93,0,0,64671340,133277752,-0.1,320.79,2035.3,6967.32,77930520,257319104
2023-04-0904:50:45,3.47,219.52,16.63,-0.07,21.51,21.01,0,0.02,7.92,304.88,0,0,64671340,133277752,-0.11,320.68,2028.1,6940.54,77930688,257319680
2023-04-0904:56:10,3.48,220.37,16.65,-0.08,20.97,20.48,0,0,7.87,304.87,0,0,64671340,133277752,-0.1,321.59,1993,6839.59,77930872,257320288
2023-04-0905:01:10,3.47,220.19,16.64,-0.08,20.9,20.4,0,0.06,7.84,304.85,0,0,64671340,133277752,-0.11,321.54,1972.5,6768.35,77931040,257320880
2023-04-0905:05:51,3.47,219.46,16.65,-0.08,21.18,20.68,0,0.02,7.83,304.81,0,0,64671340,133277752,-0.11,320.9,1979.3,6778.17,77931192,257321392
2023-04-0905:10:43,3.47,220.22,16.62,-0.08,21.09,20.58,0,0.02,7.8,304.8,0,0,64671340,133277752,-0.11,321.19,1993,6831.32,77931352,257321936
2023-04-0905:16:08,3.45,219.31,16.58,-0.06,21.63,21.15,0,0.03,7.79,304.8,0,0,64671340,133277752,-0.1,320.55,2013.9,6888.94,77931528,257322560
2023-04-0905:20:40,3.43,219.95,16.55,-0.02,21.64,21.14,0,0.05,7.77,304.78,0,0,64671340,133277752,-0.05,321.21,2013.9,6901.83,77931680,257323072
2023-04-0905:26:52,3.41,219.89,16.54,0.04,22.49,22.01,0,0,7.76,304.76,0,0,64671340,133277752,-0.01,321.21,2064.4,7073.58,77931872,257323728
2023-04-0905:30:56,3.4,220.04,16.51,0.11,22.5,22.01,0,0.06,7.76,304.75,0,0,64671340,133277752,0.08,321.21,2057.1,7046.24,77932016,257324240
2023-04-0905:35:38,3.38,220.65,16.5,0.18,20.14,19.65,0,0.08,7.74,304.75,0,0,64671340,133277752,0.15,322.14,1972.5,6774.37,77932200,257324848
2023-04-0905:40:40,3.36,219.46,16.48,0.2,25.17,24.71,0,0.02,7.72,304.73,0,0,64671340,133277752,0.16,320.5,2232.5,7627.91,77932368,257325424
2023-04-0905:45:54,3.35,218.54,16.48,0.28,25.29,24.85,0,0.02,7.7,304.73,0,0,64671340,133277752,0.24,319.84,2215.3,7551.18,77932552,257326048
2023-04-0905:50:41,3.33,218.3,16.46,0.34,25.9,25.47,0,0.12,7.7,304.73,0,0,64671340,133277752,0.3,319.68,2241.2,7633.86,77932736,257326688
2023-04-0905:55:47,3.32,218.7,16.47,0.46,25.93,25.49,0,0,7.68,304.73,,,,,,,,,,
2023-04-0905:55:48,,,,,,,,,,,0,0,64671340,133277752,0.42,319.93,2241.2,7636.23,77932928,257327344
2023-04-0906:01:10,3.3,218.67,16.46,0.58,26.16,25.73,0,0,7.68,304.73,0,0,64671340,133277752,0.53,319.91,2258.8,7692.68,77933136,257328048
2023-04-0906:06:10,3.28,218.67,16.44,0.67,26.28,25.86,0,0.02,7.69,304.73,0,0,64671340,133277752,0.61,319.8,2258.8,7687.78,77933320,257328672
2023-04-0906:10:41,3.26,219.03,16.43,0.76,26.28,25.87,0,0.03,7.7,304.75,0,0,64671340,133277752,0.71,320.22,2249.9,7664.59,77933488,257329248
2023-04-0906:15:47,3.24,219.18,16.43,0.85,26.17,25.73,0,0,7.73,304.76,0,0,64671340,133277752,0.82,320.57,2232.5,7610.5,77933680,257329888
2023-04-0906:21:08,3.23,219.49,16.42,0.95,26.28,25.87,0,0.04,7.78,304.8,0,0,64671340,133277752,0.9,320.64,2232.5,7610.01,77933888,257330608
2023-04-0906:26:51,3.22,217.63,16.43,1.03,25.84,25.4,0,0.05,7.81,304.83,0,0,64671340,133277752,1,319.04,2141.2,7259.5,77934064,257331184
2023-04-0906:30:55,3.2,219.12,16.44,1.11,21.97,21.49,0,0.03,7.86,304.88,0,0,64671340,133277752,1.08,320.55,1852,6306.93,77934224,257331728
2023-04-0909:10:45,2.67,217.32,16.43,4.26,27.3,26.88,0,0,11.93,309.28,0,0,64671340,133277752,4.27,319.13,1979.3,6630.51,77939344,257349040
2023-04-0909:15:27,2.67,217.32,16.43,4.26,27.3,26.88,0,0,11.93,309.28,0,0,64671340,133277752,4.27,319.13,1979.3,6630.51,77939344,257349040
2023-04-0909:20:46,3.08,220.59,17,3.1,7.02,6.41,0,0,2.57,322.86,822.11,2801.03,63979060,130943968,12.21,291.63,0,0,74919888,247110320
2023-04-0909:25:29,2.65,219.28,16.48,4.45,24.09,23.66,0,0.01,12.61,310,0,0,64671340,133277752,4.44,320.59,1788.8,6016.53,77939920,257350992
2023-04-0909:30:30,2.65,218.91,16.48,4.49,24.89,24.48,0,0,12.75,310.17,0,0,64671340,133277752,4.48,320.44,1846.1,6205.24,77940080,257351520
2023-04-0909:35:31,2.64,218.51,16.48,4.52,25.95,25.53,0,0.08,12.88,310.37,0,0,64671340,133277752,4.52,319.88,1894.7,6356.41,77940232,257352032
2023-04-0909:40:27,2.64,218.21,16.48,4.58,26.3,25.9,0,0,13.07,310.57,0,0,64671340,133277752,4.58,319.64,1894.7,6350.33,77940392,257352560
2023-04-0909:45:28,2.63,219.06,16.46,4.62,26.21,25.81,0,0.02,13.25,310.69,0,0,64671340,133277752,4.62,320.41,1939.3,6514.26,77940560,257353136
2023-04-0909:50:29,2.62,218.39,16.49,4.68,26.17,25.76,0,0.01,13.4,310.92,0,0,64671340,133277752,4.68,320.04,1907.2,6397.75,77940712,257353632
2023-04-0909:55:31,2.62,217.9,16.48,4.69,26.96,26.57,0,0.07,13.6,311.11,0,0,64671340,133277752,4.72,319.35,1945.9,6512.48,77940872,257354176
2023-04-0910:00:32,2.61,218.21,16.48,4.74,27.97,27.58,0,0,13.77,311.28,0,0,64671340,133277752,4.74,319.16,2013.9,6735.73,77941040,257354752
2023-04-0910:05:28,2.6,218.09,16.51,4.79,26.9,26.51,0,0,13.96,311.48,0,0,64671340,133277752,4.8,319.66,1919.9,6429.86,77941200,257355280
2023-04-0910:10:29,2.6,217.81,16.51,4.86,26.79,26.4,0,0.02,14.1,311.6,0,0,64671340,133277752,4.87,319.44,1882.3,6298.21,77941352,257355792
2023-04-0910:15:30,2.59,218.76,16.5,4.9,29.57,29.2,0,0.05,14.22,311.81,0,0,64671340,133277752,4.88,320.26,2079.3,6974.4,77941528,257356384
2023-04-0910:20:31,2.58,218.7,16.5,4.92,32.82,32.49,0,0.04,14.39,311.95,0,0,64671340,133277752,4.89,319.8,2249.9,7535.59,77941712,257356992
2023-04-0910:25:27,2.58,218.7,16.51,4.97,30.97,30.62,0,0.06,14.5,312.08,0,0,64671340,133277752,4.99,320.06,2125.4,7121.96,77941888,257357584
2023-04-0910:30:29,2.57,218.39,16.52,5.04,31.5,31.15,0,0.02,14.68,312.28,0,0,64671340,133277752,5.03,319.6,2157.3,7217.48,77942080,257358224
2023-04-0910:35:30,2.56,218.39,16.5,5.09,31.42,31.06,0,0.04,14.8,312.49,0,0,64671340,133277752,5.11,319.57,2133.3,7134.26,77942248,257358800
2023-04-0910:40:31,2.55,217.63,16.5,5.16,32.1,31.76,0,0,14.99,312.6,0,0,64671340,133277752,5.15,318.95,2173.5,7253.53,77942432,257359392
2023-04-0910:45:27,2.53,218.45,16.5,5.2,32.51,32.19,0,0,15.09,312.75,0,0,64671340,133277752,5.22,319.84,2206.8,7383.26,77942608,257360000
2023-04-0910:50:28,2.52,217.75,16.49,5.25,33.37,33.05,0,0.08,15.25,312.87,0,0,64671340,133277752,5.25,318.96,2232.5,7447.95,77942800,257360640
2023-04-0910:55:29,2.51,218.76,16.5,5.34,30.49,30.14,0,0,15.43,313.09,0,0,64671340,133277752,5.36,320.13,2079.3,6959.6,77942976,257361232
2023-04-0911:00:30,2.5,218.21,16.51,5.42,32.49,32.17,0,0,15.52,313.21,0,0,64671340,133277752,5.43,319.51,2173.5,7258.96,77943168,257361872
2023-04-0911:05:31,2.49,218.24,16.5,5.47,32.72,32.41,0,0.05,15.69,313.38,0,0,64671340,133277752,5.48,319.22,2190,7305.77,77943352,257362464
2023-04-0911:10:27,2.49,218.39,16.51,5.55,31.19,30.85,0,0,15.78,313.51,0,0,64671340,133277752,5.58,319.69,2094.5,6995.02,77943512,257363008
2023-04-0911:15:29,2.47,218.85,16.51,5.62,31.01,30.65,0,0.02,15.92,313.69,0,0,64671340,133277752,5.63,320.08,2086.9,6976.73,77943696,257363648
2023-04-0911:20:30,2.46,218.73,16.51,5.68,31.04,30.7,0,0.11,16.09,313.79,0,0,64671340,133277752,5.69,320.11,2071.9,6925.96,77943872,257364208
2023-04-0911:25:31,2.45,218.76,16.48,5.73,31.28,30.93,0,0.03,16.18,313.96,0,0,64671340,133277752,5.75,320.17,2086.9,6975.79,77944040,257364768
2023-04-0911:30:27,2.44,216.87,16.5,5.81,34.26,33.94,0,0,16.32,314.1,0,0,64671340,133277752,5.82,318.07,2198.4,7298.22,77944208,257365344
